profile,candidate_k,candidate_model_id,candidate_model_card_url,positive_recall@5,positive_recall@50,positive_recall@100,gate_min_recall,gate_min_margin_over_top5,gate_passed
cross_encoder_cloud,100,sentence-transformers/all-MiniLM-L6-v2,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,0.3608843537414966,0.916028911564626,0.9854272959183674,0.8,0.2,True
