method,profile,split,seed,parameters,configuration,mean_ndcg@5,positive_recall@5,candidate_recall@5,candidate_recall@50,candidate_recall@100,gate_min_recall,gate_min_margin_over_top5,gate_passed,runtime_seconds,encoding_runtime_seconds,model_identifier,model_card_url,candidate_model_id,candidate_model_card_url,candidate_k,license_url,kaggle_status,decision,interpretation,selection
Cross-encoder,cross_encoder_cloud,grouped_validation_80_20,42,candidate_model_id=sentence-transformers/all-MiniLM-L6-v2; candidate_k=100; model=cross-encoder/ms-marco-MiniLM-L-6-v2; k=5,candidate_model_id=sentence-transformers/all-MiniLM-L6-v2; candidate_k=100; model=cross-encoder/ms-marco-MiniLM-L-6-v2; k=5,0.8484345553802536,0.47482993197278905,0.3608843537414966,0.916028911564626,0.9854272959183674,0.8,0.2,True,573.8966774999863,94.72107730002608,cross-encoder/ms-marco-MiniLM-L-6-v2,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L-6-v2,sentence-transformers/all-MiniLM-L6-v2,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2,100,https://www.apache.org/licenses/LICENSE-2.0,generated locally; not submitted,adopted; cross-encoder improves grouped-validation nDCG@5 (0.848435 > sparse+dense RRF 0.643803),Validation reranking uses the fixed grouped holdout and the same sparse-best+dense candidate pool; test labels are unused.,selected
